smiles,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,filled_levels,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge
N=1C2=CC=CC=C2N=C3C=CC=CC13,neutral,results_chunk_7_of_10,86.2169,-0.0,0.0,0.0,0.0,-9.275,-1.624,7.651,closed_shell,9.274892,206.11,211.06,180.2086,D2h,33,86.2169,3.7386234346999996,0.331,True,22,0
N=1C=CC=CC1OC,neutral,results_chunk_7_of_10,-11.481,-0.568,0.194,-0.163,0.622,-9.404,-0.156,9.248,closed_shell,9.403784,144.87,135.27,109.1274,Cs,21,-11.481,-0.497850603,0.186,True,15,0
N=1C=CSC1C,neutral,results_chunk_7_of_10,27.57611,-0.411,-1.482,-0.03,1.538,-9.392,-0.754,8.638,closed_shell,9.391916,128.68,118.7,99.1502,Cs,16,27.57611,1.19578285793,0.095,True,11,0
N=1C=CSC1N,neutral,results_chunk_7_of_10,35.68292,1.616,-1.555,0.045,2.243,-8.81,-0.761,8.049000000000001,closed_shell,8.810275,123.75,112.56,100.138,C1,16,35.68292,1.54731845996,0.117,True,10,0
N=1C=CC(=CC1)C=2C=CC=CC2,neutral,results_chunk_7_of_10,54.56161,-2.698,-0.529,-0.471,2.789,-9.758,-0.469,9.289,closed_shell,9.758194,194.37,197.44,155.1988,C2,29,54.56161,2.36595509443,0.509,True,21,0
N=1C=CC=C(SC)C1,neutral,results_chunk_7_of_10,30.40794,1.403,3.451,0.041,3.725,-8.543,-0.457,8.085999999999999,closed_shell,8.543361,156.98,152.88,125.188,Cs,21,30.40794,1.31857950222,0.535,True,15,0
N=1C=CC=CC1SC,neutral,results_chunk_7_of_10,27.89186,-1.274,0.421,0.206,1.358,-8.503,-0.383,8.120000000000001,closed_shell,8.502993,157.86,152.32,125.188,Cs,21,27.89186,1.20947472518,0.288,True,15,0
N=1NC(=CC1C)C,neutral,results_chunk_7_of_10,26.2635,2.365,0.963,0.135,2.557,-9.422,0.784,10.206000000000001,closed_shell,9.42245,140.37,128.36,96.1316,Cs,19,26.2635,1.1388641505,0.114,True,15,0
N=C(C)C,neutral,results_chunk_7_of_10,-0.17463,-1.18,-2.552,-0.585,2.872,-10.111,1.097,11.208,closed_shell,10.110708,105.71,90.14,57.095,Cs,12,-0.17463,-0.00757248069,0.074,True,11,0
N=1NC=C(C1C)C,neutral,results_chunk_7_of_10,27.3774,-1.389,1.211,-0.639,1.95,-9.229,0.731,9.959999999999999,closed_shell,9.229137,138.75,129.47,96.1316,Cs,19,27.3774,1.1871661962,0.122,True,15,0
NC(C)(C)C,neutral,results_chunk_7_of_10,-24.20221,-0.88,1.43,-0.444,1.737,-9.345,3.657,13.002,closed_shell,9.345029,126.27,119.43,73.1376,Cs,16,-24.20221,-1.04948043223,0.139,True,16,0
NC(C)CC,neutral,results_chunk_7_of_10,-21.91217,1.628,-0.258,0.958,1.907,-9.352,3.528,12.88,closed_shell,9.352245,127.78,117.67,73.1376,C1,16,-21.91217,-0.9501774277099999,0.2,True,16,0
NC(C)(C)CC,neutral,results_chunk_7_of_10,-27.64588,-1.22,-1.099,-0.308,1.671,-9.296,3.661,12.956999999999999,closed_shell,9.295607,142.1,140.29,87.1644,C1,19,-27.64588,-1.1988082944399998,0.263,True,19,0
NC1=CC=CC(N)=C1,neutral,results_chunk_7_of_10,17.92792,0.07,-1.973,-0.951,2.191,-8.138,0.637,8.775,closed_shell,8.137759,146.92,138.57,108.1426,Cs,21,17.92792,0.77740839496,0.153,True,16,0
NC1CC2CCC1C2,neutral,results_chunk_7_of_10,-4.57205,-0.978,1.196,0.922,1.799,-9.284,3.442,12.726,closed_shell,9.28399,152.31,154.58,111.1864,C1,23,-4.57205,-0.19825780415,0.262,True,21,0
NC1CCCCC1,neutral,results_chunk_7_of_10,-22.48898,-0.942,1.002,-1.305,1.896,-9.327,3.445,12.772,closed_shell,9.326525,147.02,145.1,99.1754,C1,21,-22.48898,-0.9751896397400001,0.234,True,20,0
NCC(C)(C)C,neutral,results_chunk_7_of_10,-25.0514,0.353,-1.151,-1.382,1.833,-9.276,3.581,12.857,closed_shell,9.276415,141.65,139.76,87.1644,C1,19,-25.0514,-1.0863038582,0.279,True,19,0
NCC(C)C,neutral,results_chunk_7_of_10,-21.37517,-1.997,0.612,0.315,2.113,-9.384,3.713,13.097000000000001,closed_shell,9.384118,126.69,117.98,73.1376,Cs,16,-21.37517,-0.92689149671,0.324,True,16,0
N=1NC(=CC1C)C=2C=CC=CC2,neutral,results_chunk_7_of_10,59.52448,2.091,-0.81,0.193,2.25,-9.257,-0.384,8.873,closed_shell,9.256869,199.34,199.29,158.2024,C1,30,59.52448,2.5811600262399996,0.969,True,22,0
NCCC=1C=CC=CC1,neutral,results_chunk_7_of_10,15.53846,-0.544,-0.242,1.637,1.742,-9.292,0.193,9.485,closed_shell,9.292342,172.06,169.14,121.1816,Cs,24,15.53846,0.67379424098,0.312,True,20,0
NN(C)C,neutral,results_chunk_7_of_10,13.86901,-1.211,-0.484,1.691,2.135,-8.941,2.494,11.435,closed_shell,8.941301,106.27,91.25,60.0986,C1,13,13.86901,0.60140188063,0.137,True,12,0
NCCCCCC,neutral,results_chunk_7_of_10,-28.20477,-1.304,-0.375,-1.226,1.828,-9.305,3.592,12.897,closed_shell,9.305423,168.16,160.22,101.1912,C1,22,-28.20477,-1.22304344151,0.461,True,22,0
N=1NC(=CC1CC)C=2C=CC=CC2,neutral,results_chunk_7_of_10,54.70641,-2.139,0.757,0.349,2.296,-9.25,-0.373,8.877,closed_shell,9.250348,217.9,221.1,172.2292,C1,33,54.70641,2.37223405683,1.134,True,25,0
NCC1CCCCC1,neutral,results_chunk_7_of_10,-22.92449,-2.086,0.188,-0.474,2.148,-9.392,3.628,13.02,closed_shell,9.391652,163.68,167.34,113.2022,C1,24,-22.92449,-0.9940746598699999,0.69,True,23,0
O(C)CCN,neutral,results_chunk_7_of_10,-45.05071,2.62,-0.192,1.755,3.159,-9.454,2.193,11.647,closed_shell,9.453893,123.2,107.41,75.1102,C1,16,-45.05071,-1.95353393773,0.14,True,14,0
N[C@@H](CCC(N)=O)C(O)=O,neutral,results_chunk_7_of_10,-146.29322,-0.347,4.246,0.496,4.289,-9.922,0.621,10.543000000000001,closed_shell,9.921573,172.73,174.16,146.1456,C1,29,-146.29322,-6.34371289886,0.623,True,20,0
O(C)CCCCCOC,neutral,results_chunk_7_of_10,-101.29973,-1.616,1.379,-0.46,2.174,-9.808,2.446,12.254,closed_shell,9.80784,196.17,190.38,132.2022,C1,28,-101.29973,-4.39266019199,0.707,True,25,0
O(C=1C=C(OC)C=C(OC)C1)C,neutral,results_chunk_7_of_10,-99.41498,-2.362,-1.41,0.197,2.758,-8.83,0.538,9.368,closed_shell,8.830131,207.51,207.42,168.192,Cs,33,-99.41498,-4.31093177774,0.377,True,24,0
O(C)CCCCOC,neutral,results_chunk_7_of_10,-95.93899,-0.008,-1.099,-0.735,1.322,-9.829,2.496,12.325000000000001,closed_shell,9.829222,176.1,168.99,118.1754,C1,25,-95.93899,-4.16020242337,0.831,True,22,0
NCCCCCCCC,neutral,results_chunk_7_of_10,-37.82989,0.689,1.579,0.743,1.877,-9.343,3.512,12.855,closed_shell,9.342924,204.08,202.83,129.2448,C1,28,-37.82989,-1.64041752007,1.266,True,28,0
O(P(OC)OC)C,neutral,results_chunk_7_of_10,-177.98262,-0.058,-0.618,-3.462,3.517,-9.553,-0.597,8.956000000000001,closed_shell,9.553061,153.45,147.43,124.0761,C1,22,-177.98262,-7.71786035106,0.777,True,16,0
O(P1OCCCO1)C,neutral,results_chunk_7_of_10,-178.50904,-1.543,-1.06,2.468,3.098,-9.634,-0.754,8.88,closed_shell,9.634433,154.96,151.38,136.0871,C1,24,-178.50904,-7.74068750152,0.622,True,17,0
O1CCOCCOCCOCC1,neutral,results_chunk_7_of_10,-160.98518,1.856,-1.507,3.499,4.238,-9.332,2.087,11.419,closed_shell,9.331602,193.27,211.65,176.212,C1,36,-160.98518,-6.980800360340001,0.941,True,28,0
O=C(C1=CC=C(C=C1)N(C)C)C,neutral,results_chunk_7_of_10,-21.39615,-3.963,2.979,-2.36,5.491,-8.428,-0.184,8.244000000000002,closed_shell,8.428184,207.2,212.39,163.2188,C1,32,-21.39615,-0.9278012524499999,0.832,True,25,0
NCCCCCCCCCC,neutral,results_chunk_7_of_10,-48.57095,1.209,-1.341,0.267,1.825,-9.319,3.58,12.899000000000001,closed_shell,9.318564,248.83,247.64,157.2984,C1,34,-48.57095,-2.1061821048500002,2.696,True,34,0
O=C(C1=CC=C(C=C1)C)N(C)C,neutral,results_chunk_7_of_10,-29.67761,0.65,-0.188,4.346,4.399,-9.2,-0.04,9.16,closed_shell,9.200445,208.48,215.28,163.2188,C1,32,-29.67761,-1.28691020243,1.525,True,25,0
O=C(C1=CC=C(F)C=C1)N(C)C,neutral,results_chunk_7_of_10,-67.057,-1.6,1.874,3.212,4.049,-9.423,-0.437,8.986,closed_shell,9.422813,197.07,203.34,167.1825,C1,32,-67.057,-2.907792691,0.877,True,22,0
O=C(C1=CC=C(Cl)C=C1)N(C)C,neutral,results_chunk_7_of_10,-29.09694,-2.794,-0.183,-3.07,4.155,-9.444,-0.583,8.861,closed_shell,9.444409,208.66,217.51,183.6371,C1,32,-29.09694,-1.26173060922,1.245,True,22,0
O=C(C1=CC=CC(=C1)C)N(C)C,neutral,results_chunk_7_of_10,-29.55234,0.23,3.64,-2.277,4.299,-9.222,-0.063,9.158999999999999,closed_shell,9.221759,208.62,215.72,163.2188,C1,32,-29.55234,-1.28147811942,1.174,True,25,0
O=C(C1=CC=CC(=C1)N(C)C)C,neutral,results_chunk_7_of_10,-19.63455,-1.614,2.076,-0.862,2.768,-8.363,-0.23,8.133,closed_shell,8.36261,207.75,213.18,163.2188,C1,32,-19.63455,-0.8514129916500001,1.067,True,25,0
O=C(C=1C=CC=C(F)C1)N(C)C,neutral,results_chunk_7_of_10,-66.48335,-0.917,3.658,-1.966,4.253,-9.433,-0.521,8.911999999999999,closed_shell,9.43277,197.75,203.61,167.1825,C1,32,-66.48335,-2.88291750605,0.958,True,22,0
O=C(C=1C=CC=C(Cl)C1)N(C)C,neutral,results_chunk_7_of_10,-28.8473,-0.354,1.72,3.88,4.259,-9.442,-0.567,8.875,closed_shell,9.442381,208.86,217.13,183.6371,C1,32,-28.8473,-1.2509054699,1.318,True,22,0
O=C(C=1C=CC=CC1)N(C)C,neutral,results_chunk_7_of_10,-19.71421,-0.24,2.849,-3.104,4.22,-9.271,-0.151,9.120000000000001,closed_shell,9.271001,189.74,194.39,149.192,C1,29,-19.71421,-0.85486728823,0.863,True,22,0
O=C(C=1C=NC=CC1)C=2C=CC=CC2,neutral,results_chunk_7_of_10,24.77809,0.25,-1.119,-0.805,1.401,-10.166,-0.984,9.182,closed_shell,10.165789,212.84,222.09,183.2092,C1,34,24.77809,1.07445231667,0.871,True,23,0
O=C(C=1C=CC=C(OC)C1)N(C)C,neutral,results_chunk_7_of_10,-59.13227,1.016,0.372,4.657,4.781,-9.167,-0.152,9.015,closed_shell,9.166513,219.3,227.88,179.2182,C1,35,-59.13227,-2.5641526240099997,1.323,True,26,0
O=C(N(C)C)C(C)(C)C,neutral,results_chunk_7_of_10,-67.80299,0.408,-2.987,-2.412,3.861,-9.124,1.444,10.568000000000001,closed_shell,9.123542,176.88,184.95,129.2016,C1,27,-67.80299,-2.94014105537,0.696,True,24,0
O=C(N(C)C)N(C)C,neutral,results_chunk_7_of_10,-49.27946,0.062,-2.902,-0.479,2.942,-9.226,1.216,10.442,closed_shell,9.22583,161.82,159.47,116.1626,C2,24,-49.27946,-2.13690522398,0.346,True,20,0
O=C(C=1C=NC=CC1)N(CC)CC,neutral,results_chunk_7_of_10,-24.0222,-1.657,3.982,-0.915,4.409,-9.392,-0.537,8.854999999999999,closed_shell,9.392251,216.58,234.89,178.2334,C1,35,-24.0222,-1.0416746586,1.36,True,27,0
O=C(N(C)C)CC(C)(C)C,neutral,results_chunk_7_of_10,-75.89352,1.627,3.35,0.798,3.808,-9.16,1.487,10.647,closed_shell,9.160364,197.34,206.72,143.2284,C1,30,-75.89352,-3.2909707077599997,1.01,True,27,0
O=C(N)C1=CC=C(N)C=C1,neutral,results_chunk_7_of_10,-23.57627,3.692,-2.301,-2.857,5.205,-8.768,-0.112,8.656,closed_shell,8.767845,168.51,164.26,136.153,C1,26,-23.57627,-1.02233779601,0.336,True,18,0
O=C(N(CC)CC)C,neutral,results_chunk_7_of_10,-68.49241,-1.056,3.423,-2.059,4.132,-9.249,1.473,10.722000000000001,closed_shell,9.249026,161.63,163.62,115.1748,C1,24,-68.49241,-2.9700363748300003,0.449,True,21,0
O=C(N1CCCC1)C,neutral,results_chunk_7_of_10,-56.5668,-2.092,-3.315,2.104,4.449,-9.17,1.476,10.646,closed_shell,9.169712,156.1,151.01,113.159,C1,23,-56.5668,-2.4529061484,0.414,True,19,0
O=C(O)C(N)CC(=O)N,neutral,results_chunk_7_of_10,-140.63126,1.207,-0.64,1.919,2.356,-9.876,0.697,10.572999999999999,closed_shell,9.876471,157.77,151.27,132.1188,C1,26,-140.63126,-6.09819332738,0.411,True,17,0
O=C(NC(C(=O)OC)C)C,neutral,results_chunk_7_of_10,-145.22297,0.619,-1.188,4.948,5.126,-9.89,0.822,10.712,closed_shell,9.89018,187.11,182.36,145.1578,C1,29,-145.22297,-6.29730364811,0.867,True,21,0
O=C(OC)C=1C=NC=CC1,neutral,results_chunk_7_of_10,-51.27305,0.308,3.482,-1.041,3.647,-10.596,-1.012,9.584,closed_shell,10.595798,167.45,161.56,137.1378,Cs,26,-51.27305,-2.22335326715,0.296,True,17,0
O=C(O)C(N)CCSC,neutral,results_chunk_7_of_10,-97.52258,1.239,1.037,-3.691,4.029,-8.784,-0.059,8.725000000000001,closed_shell,8.783868,181.2,185.78,149.2074,C1,27,-97.52258,-4.22887163654,0.969,True,20,0
O=C(OC)C1=CC=CC(=C1)N(C)C,neutral,results_chunk_7_of_10,-60.02388,-3.366,1.768,-1.86,4.233,-8.424,-0.387,8.036999999999999,closed_shell,8.423717,219.31,224.39,179.2182,C1,35,-60.02388,-2.60281550844,1.252,True,26,0
O=C1C=CC=CN1C,neutral,results_chunk_7_of_10,-21.57125,0.105,-3.961,-0.524,3.997,-8.954,-0.375,8.579,closed_shell,8.954151,142.97,135.58,109.1274,Cs,21,-21.57125,-0.9353941137499999,0.133,True,15,0
O=C1C=C(OC(=C1)C)C,neutral,results_chunk_7_of_10,-66.70525,-0.382,-5.698,0.576,5.739,-9.751,-0.08,9.671,closed_shell,9.750853,161.22,153.11,124.139,C2v,24,-66.70525,-2.89253975575,0.181,True,17,0
O=C(OCC)C1=NN(C(=C1)C)C,neutral,results_chunk_7_of_10,-51.34195,-3.562,3.68,1.282,5.28,-9.776,0.176,9.952,closed_shell,9.776232,212.96,210.77,168.195,Cs,33,-51.34195,-2.2263409778499996,0.623,True,24,0
O=C1CN2CCC1CC2,neutral,results_chunk_7_of_10,-37.29575,1.813,0.475,-2.085,2.804,-9.194,0.735,9.929,closed_shell,9.193997,155.24,158.43,125.17,Cs,25,-37.29575,-1.61725560725,0.261,True,20,0
O=C1N(C)CCCC1,neutral,results_chunk_7_of_10,-56.38565,-1.021,-3.725,1.866,4.29,-9.185,1.469,10.654,closed_shell,9.185377,152.45,149.13,113.159,C1,23,-56.38565,-2.44505094095,0.33,True,19,0
O=C(OCC)C1=CC(=NN1C)C,neutral,results_chunk_7_of_10,-54.81181,1.069,-0.69,0.325,1.313,-9.469,-0.231,9.238,closed_shell,9.469037,208.51,206.88,168.195,C1,33,-54.81181,-2.37680451703,1.458,True,24,0
O=CC1=CC=C(C=C1)N(C)C,neutral,results_chunk_7_of_10,-8.05442,-5.366,-2.134,-0.421,5.79,-8.466,-0.285,8.181,closed_shell,8.465935,190.28,192.82,149.192,C1,29,-8.05442,-0.34926381446,0.626,True,22,0
O=P(N(C)C)(C)C,neutral,results_chunk_7_of_10,-80.24415,0.144,3.507,0.385,3.531,-8.209,1.239,9.448,closed_shell,8.209156,160.96,163.19,121.1187,Cs,22,-80.24415,-3.47962707645,0.416,True,19,0
OC=1C=NC=CC1,neutral,results_chunk_7_of_10,-10.628,0.744,1.054,-0.342,1.335,-9.636,-0.406,9.229999999999999,closed_shell,9.636223,125.69,114.8,95.1006,Cs,18,-10.628,-0.460861964,0.075,True,12,0
OCCN,neutral,results_chunk_7_of_10,-48.97281,0.051,-1.631,-0.46,1.696,-9.62,2.447,12.067,closed_shell,9.619896,102.72,85.7,61.0834,C1,13,-48.97281,-2.12360796003,0.088,True,11,0
O=P(CC)(CC)CC,neutral,results_chunk_7_of_10,-90.649,-0.411,-0.05,-4.757,4.775,-9.08,2.229,11.309000000000001,closed_shell,9.080325,183.34,191.34,134.1577,C1,25,-90.649,-3.930812587,0.96,True,23,0
S=C(NC)NC,neutral,results_chunk_7_of_10,9.91339,-0.919,-1.784,5.614,5.962,-8.226,0.23,8.456000000000001,closed_shell,8.226041,142.37,133.01,104.1696,C2v,18,9.91339,0.42987433056999996,0.282,True,14,0
S=C(N(C)C)C,neutral,results_chunk_7_of_10,6.62353,-0.453,6.287,1.907,6.586,-8.152,-0.085,8.066999999999998,closed_shell,8.152378,144.5,139.33,103.1818,Cs,18,6.62353,0.28721613138999996,0.491,True,15,0
S(C(SC)=C)C,neutral,results_chunk_7_of_10,11.83002,0.187,-0.388,-0.639,0.771,-8.507,-0.282,8.225,closed_shell,8.50687,154.79,153.45,120.2272,C2,18,11.83002,0.5129851572599999,0.595,True,14,0
OC1C(N)C2CCCC2C3CCCC13,neutral,results_chunk_7_of_10,-65.24797,-0.697,0.054,2.416,2.515,-8.988,2.761,11.748999999999999,closed_shell,8.98771,222.98,259.04,195.304,C1,40,-65.24797,-2.8293477231099997,1.429,True,35,0
S=P(N(C)C)(N(C)C)N(C)C,neutral,results_chunk_7_of_10,-17.49761,-0.822,-1.829,-4.442,4.874,-7.836,0.666,8.502,closed_shell,7.83626,220.36,256.26,195.2621,C1,34,-17.49761,-0.7587488624300001,1.821,True,29,0
C1=CC=C2C(=C1)C=CC=[N+]2[O-],neutral,results_chunk_8_of_10,41.3324,1.05,-3.227,0.133,3.396,-8.757,-0.972,7.785,closed_shell,8.756625,170.75,170.71,145.1604,Cs,27,41.3324,1.7922968611999999,0.221,True,18,0
C1CC2CCC1[C@H]([C@H]2O)N,neutral,results_chunk_8_of_10,-60.17819,-2.001,2.413,0.294,3.148,-9.2,2.64,11.84,closed_shell,9.200042,170.86,184.31,141.2126,C1,29,-60.17819,-2.60950685297,0.676,True,25,0
C=1C(=CC(=CC1C)C)N(C)C,neutral,results_chunk_8_of_10,3.30272,1.388,-0.109,0.947,1.684,-8.064,0.685,8.749,closed_shell,8.063812,205.08,208.61,149.2352,Cs,30,3.30272,0.14321584735999998,1.068,True,26,0
C=1C=C(C(=C(C1)C)N(C)C)C,neutral,results_chunk_8_of_10,8.19608,-1.464,0.823,0.238,1.696,-8.731,0.431,9.161999999999999,closed_shell,8.731433,196.51,210.64,149.2352,C1,30,8.19608,0.35540661704,0.918,True,26,0
C1=CC=C(N=CN(C)C)C=C1[N+](=O)[O-],neutral,results_chunk_8_of_10,35.97221,6.708,-3.548,-2.826,8.098,-8.992,-1.076,7.916,closed_shell,8.992089,230.61,230.67,193.2048,C1,37,35.97221,1.5598629422299999,1.732,True,25,0
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,neutral,results_chunk_8_of_10,-51.58184,-1.949,-2.466,1.525,3.494,-8.568,-0.141,8.427,closed_shell,8.567876,221.86,244.22,204.228,C1,39,-51.58184,-2.2367433279199997,1.781,True,27,0
C=1C=C(C=C(C1)C)N(C)C,neutral,results_chunk_8_of_10,13.27039,1.682,-0.443,0.98,1.996,-8.118,0.573,8.691,closed_shell,8.118273,185.99,186.78,135.2084,C1,27,13.27039,0.57544392157,0.695,True,23,0
C=1C=C(C=CC1N(C)C)C,neutral,results_chunk_8_of_10,14.31466,-1.134,-1.13,-0.534,1.687,-8.016,0.49,8.506,closed_shell,8.016303,186.42,187.63,135.2084,Cs,27,14.31466,0.6207266015799999,0.465,True,23,0
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,neutral,results_chunk_8_of_10,-251.0508,-1.154,-0.327,-3.205,3.422,-10.207,-0.829,9.378,closed_shell,10.20728,230.4,256.84,244.2036,C1,47,-251.0508,-10.8863158404,2.109,True,29,0
C=1C=CC(=C(C1)N(C)C)C,neutral,results_chunk_8_of_10,15.17674,-1.026,-0.353,-0.777,1.334,-8.67,0.35,9.02,closed_shell,8.67049,183.6,189.38,135.2084,C1,27,15.17674,0.65810897662,0.852,True,23,0
C=1C=CC(=C(C1)N(C)C)C(C)(C)C,neutral,results_chunk_8_of_10,2.95973,1.171,-0.038,0.073,1.174,-8.945,0.358,9.303,closed_shell,8.94462,221.8,252.63,177.2888,Cs,36,2.95973,0.12834277199,0.799,True,32,0
C=1C=C2C=CC=C(NC)C2=C(C1)NC,neutral,results_chunk_8_of_10,40.60336,1.596,2.479,0.15,2.952,-7.707,-0.058,7.649,closed_shell,7.707487,224.23,236.62,186.256,C2,36,40.60336,1.76068349968,1.02,True,28,0
C=1C=CC2=C(C1)NCC2,neutral,results_chunk_8_of_10,26.16271,-1.531,0.018,1.337,2.033,-8.312,0.359,8.671,closed_shell,8.311988,157.38,153.14,119.1658,C1,23,26.16271,1.13449359373,0.244,True,18,0
C=CCN(C)C,neutral,results_chunk_8_of_10,13.1881,-1.24,-0.224,-1.224,1.757,-8.844,1.234,10.078,closed_shell,8.843762,141.72,134.66,85.1486,C1,18,13.1881,0.5718755803,0.274,True,17,0
C=1C=CC(=CC1)N(CC)CC,neutral,results_chunk_8_of_10,10.58114,-1.302,1.096,0.247,1.72,-8.328,0.413,8.741,closed_shell,8.328289,199.55,210.31,149.2352,C1,30,10.58114,0.45882997381999996,0.962,True,26,0
C=CN(C)C,neutral,results_chunk_8_of_10,11.30472,-0.553,1.063,-1.568,1.973,-8.428,1.277,9.705,closed_shell,8.428434,123.82,112.35,71.1218,C1,15,11.30472,0.49020657335999995,0.151,True,14,0
C=1C=CC(=CC1)N2CCCCC2,neutral,results_chunk_8_of_10,13.93077,-2.05,-0.434,-0.555,2.167,-8.209,0.459,8.668,closed_shell,8.208528,200.17,214.14,161.2462,C1,32,13.93077,0.60407997951,0.951,True,27,0
C=CCNCC=C,neutral,results_chunk_8_of_10,30.10376,-0.478,1.218,0.61,1.443,-9.15,0.856,10.006,closed_shell,9.149586,159.64,150.85,97.1596,C1,20,30.10376,1.30538934488,0.648,True,18,0
CC(C)C1=CC=CC=N1,neutral,results_chunk_8_of_10,11.32798,0.329,1.804,0.906,2.045,-9.844,-0.06,9.783999999999999,closed_shell,9.844166,168.79,168.07,121.1816,Cs,24,11.32798,0.49121519673999997,0.319,True,20,0
CN(C)N(C)C,neutral,results_chunk_8_of_10,14.5322,0.0,0.0,0.0,0.0,-8.119,2.415,10.533999999999999,closed_shell,8.118565,140.23,134.89,88.1522,C2h,19,14.5322,0.6301597886,0.158,True,18,0
C=1C=CC(=CC1)N2CCCCCC2,neutral,results_chunk_8_of_10,13.3673,-2.457,0.406,0.214,2.5,-7.956,0.55,8.506,closed_shell,7.955542,215.29,234.28,175.273,C1,35,13.3673,0.5796462299,1.456,True,30,0
C=C(C1=CC=CC(=C1)N(C)C)C,neutral,results_chunk_8_of_10,27.09001,-1.607,-0.389,0.869,1.868,-8.176,0.443,8.619,closed_shell,8.175869,217.55,226.24,161.2462,C1,32,27.09001,1.1747041036299999,1.438,True,27,0
ClC12CCN(CC1)CC2,neutral,results_chunk_8_of_10,-22.21889,-0.76,0.813,0.435,1.195,-9.422,0.859,10.281,closed_shell,9.421851,166.81,177.61,145.6315,C3v,26,-22.21889,-0.9634777270699999,0.356,True,21,0
ClC1CN2CCC1CC2,neutral,results_chunk_8_of_10,-19.40508,-2.282,0.55,-1.073,2.581,-9.278,0.885,10.163,closed_shell,9.278208,164.89,175.61,145.6315,C1,26,-19.40508,-0.84146248404,0.522,True,21,0
ClC1N2CCC(CC2)C1,neutral,results_chunk_8_of_10,-19.27493,-3.757,1.235,-0.634,4.006,-9.424,0.956,10.379999999999999,closed_shell,9.423643,165.75,175.71,145.6315,C1,26,-19.27493,-0.83581878959,0.507,True,21,0
N#CCN=CN(C)C,neutral,results_chunk_8_of_10,45.42486,-2.743,0.813,-0.801,2.971,-9.118,0.709,9.827,closed_shell,9.117658,164.13,154.3,111.1462,C1,22,45.42486,1.9697582041800001,0.456,True,17,0
FC=1C=C(C(=C(C1)C)N(C)C)C,neutral,results_chunk_8_of_10,-39.358,3.004,-0.492,0.625,3.107,-8.914,0.107,9.020999999999999,closed_shell,8.913858,204.55,220.19,167.2257,C1,33,-39.358,-1.7066809539999999,0.935,True,26,0
N(C)(C)C,neutral,results_chunk_8_of_10,-6.18966,-1.018,-0.319,-1.399,1.759,-8.833,3.024,11.857,closed_shell,8.833306,110.82,97.65,59.1108,C3v,13,-6.18966,-0.26840222658,0.076,True,13,0
N#CC1=CC=C(N=CN(C)C)C=C1,neutral,results_chunk_8_of_10,70.31214,-7.846,-0.158,1.45,7.98,-8.874,-0.742,8.132000000000001,closed_shell,8.873921,225.63,226.2,173.217,C1,33,70.31214,3.0489453268199997,1.064,True,24,0
N(C)(C)CC,neutral,results_chunk_8_of_10,-10.7945,-0.855,0.359,1.311,1.606,-8.769,3.018,11.786999999999999,closed_shell,8.7694,128.83,118.66,73.1376,C1,16,-10.7945,-0.46808190349999995,0.195,True,16,0
N(C)CC,neutral,results_chunk_8_of_10,-10.02157,-0.306,1.625,-0.571,1.749,-8.977,3.239,12.216000000000001,closed_shell,8.97674,112.51,96.29,59.1108,C1,13,-10.02157,-0.43456533991,0.126,True,13,0
N(C)C(C)C,neutral,results_chunk_8_of_10,-15.60192,-0.141,-0.834,1.395,1.632,-8.884,3.244,12.128,closed_shell,8.883813,129.86,118.77,73.1376,C1,16,-15.60192,-0.6765460569599999,0.206,True,16,0
N(C)(C)CN(C)C,neutral,results_chunk_8_of_10,0.01419,0.008,-1.508,1.046,1.835,-8.624,2.73,11.354000000000001,closed_shell,8.623917,161.31,158.39,102.179,C2,22,0.01419,0.00061532097,0.37,True,21,0
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,neutral,results_chunk_8_of_10,-216.0709,-3.48,-2.964,-2.464,5.193,-9.453,-0.408,9.045,closed_shell,9.452702,244.5,271.73,242.231,C1,47,-216.0709,-9.3694824367,2.782,True,31,0
N(=CCCC)CC,neutral,results_chunk_8_of_10,-10.10473,0.584,1.944,-0.112,2.033,-9.743,1.18,10.923,closed_shell,9.742782,161.92,153.95,99.1754,C1,21,-10.10473,-0.43817140699,0.969,True,20,0
N(CC)CC,neutral,results_chunk_8_of_10,-14.85996,-0.036,-0.457,-1.535,1.602,-8.905,3.245,12.149999999999999,closed_shell,8.905426,130.88,117.7,73.1376,C1,16,-14.85996,-0.64437244548,0.2,True,16,0
N(CC)C(C)C,neutral,results_chunk_8_of_10,-22.70526,-0.203,-1.478,0.709,1.652,-8.848,3.275,12.123000000000001,closed_shell,8.847671,147.01,139.97,87.1644,C1,19,-22.70526,-0.9845681893799999,0.364,True,19,0
N(OC)=CN(C)C,neutral,results_chunk_8_of_10,0.38757,-0.943,0.356,1.35,1.685,-8.599,1.031,9.63,closed_shell,8.599145,153.77,140.08,102.1358,C1,21,0.38757,0.01680619791,0.292,True,17,0
