neutral_smiles,smiles,protonation_site_index,protonation_site_element,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,alpha_somo_ev,alpha_lumo_ev,beta_somo_ev,beta_lumo_ev,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,charge,alpha_electrons,beta_electrons,unpaired_electrons,multiplicity,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge,site_index,site_element,parent_neutral
N=1C=CC=CC1SC,[H]c1nc([S+]([H])C([H])([H])[H])c([H])c([H])c1[H],6,S,protonated,results_chunk_7_of_10,185.28763,3.353,-0.291,-1.267,3.596,-14.512,-5.688,-14.512,-5.688,-14.512,-5.688,8.824000000000002,open_shell,14.5121,160.09,154.91,126.1959,C1,1,21,21,0,1,185.28763,8.03462749969,1.252,True,16,1,6,S,N=1C=CC=CC1SC
NN(C)C,[H]N([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],1,N,protonated,results_chunk_7_of_10,168.93084,-0.404,1.683,-0.418,1.781,-16.144,-4.933,-16.144,-4.933,-16.144,-4.933,11.210999999999999,open_shell,16.143701,108.93,95.18,61.1065,C1,1,13,13,0,1,168.93084,7.325348014919999,0.152,True,13,1,1,N,NN(C)C
NCCC=1C=CC=CC1,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H],0,N,protonated,results_chunk_7_of_10,165.69566,-14.443,-0.888,-0.411,14.476,-12.756,-4.047,-12.756,-4.047,-12.756,-4.047,8.709,open_shell,12.755552,174.39,170.7,122.1895,Cs,1,24,24,0,1,165.69566,7.18506090458,0.41,True,21,1,0,N,NCCC=1C=CC=CC1
NN(C)C,[H]C([H])([H])N(C([H])([H])[H])[N+]([H])([H])[H],0,N,protonated,results_chunk_7_of_10,166.01052,0.392,4.044,1.402,4.298,-15.415,-4.647,-15.415,-4.647,-15.415,-4.647,10.767999999999999,open_shell,15.415258,108.93,94.69,61.1065,Cs,1,13,13,0,1,166.01052,7.19871417876,0.146,True,13,1,0,N,NN(C)C
NCC1CCCCC1,[H]C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]([H])([H])[H])C([H])([H])C1([H])[H],0,N,protonated,results_chunk_7_of_10,121.27123,9.92,-0.622,-2.536,10.258,-14.463,-3.88,-14.463,-3.88,-14.463,-3.88,10.582999999999998,open_shell,14.463091,164.85,167.35,114.2101,Cs,1,24,24,0,1,121.27123,5.25868434649,0.485,True,24,1,0,N,NCC1CCCCC1
N=1NC(=CC1C)C=2C=CC=CC2,[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+]([H])n2[H])c([H])c1[H],0,N,protonated,results_chunk_7_of_10,212.62404,-6.209,-2.932,-1.26,6.981,-13.272,-5.093,-13.272,-5.093,-13.272,-5.093,8.179,open_shell,13.271742,201.68,202.32,159.2103,C1,1,30,30,0,1,212.62404,9.22001624652,1.426,True,23,1,0,N,N=1NC(=CC1C)C=2C=CC=CC2
O(C)CCN,[H]C([H])([H])OC([H])([H])C([H])([H])[N+]([H])([H])[H],4,N,protonated,results_chunk_7_of_10,102.20503,-6.211,0.1,-0.175,6.214,-14.511,-4.03,-14.511,-4.03,-14.511,-4.03,10.480999999999998,open_shell,14.51096,124.47,108.75,76.1181,C1,1,16,16,0,1,102.20503,4.43191671589,0.243,True,15,1,4,N,O(C)CCN
N[C@@H](CCC(N)=O)C(O)=O,[H]OC(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)N([H])[H])[N+]([H])([H])[H],0,N,protonated,results_chunk_7_of_10,-3.86839,1.72,-0.597,-1.843,2.591,-14.652,-3.649,-14.652,-3.649,-14.652,-3.649,11.003,open_shell,14.65164,173.9,173.66,147.1535,C1,1,29,29,0,1,-3.86839,-0.16774499557,0.696,True,21,1,0,N,N[C@@H](CCC(N)=O)C(O)=O
O(C)CCN,[H]N([H])C([H])([H])C([H])([H])[O+]([H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,101.87736,5.987,0.904,1.71,6.291,-14.715,-4.018,-14.715,-4.018,-14.715,-4.018,10.697,open_shell,14.71509,123.18,109.61,76.1181,C1,1,16,16,0,1,101.87736,4.41770796168,0.608,True,15,1,0,O,O(C)CCN
N[C@@H](CCC(N)=O)C(O)=O,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)[N+]([H])([H])[H],5,N,protonated,results_chunk_7_of_10,13.63297,6.636,-2.727,4.264,8.346,-14.336,-4.759,-14.336,-4.759,-14.336,-4.759,9.577,open_shell,14.335851,174.34,175.64,147.1535,C1,1,29,29,0,1,13.63297,0.59116647811,0.827,True,21,1,5,N,N[C@@H](CCC(N)=O)C(O)=O
N[C@@H](CCC(N)=O)C(O)=O,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=[O+][H])N([H])[H],6,O,protonated,results_chunk_7_of_10,12.05657,7.742,1.85,2.957,8.492,-14.07,-5.142,-14.07,-5.142,-14.07,-5.142,8.928,open_shell,14.069838,174.89,174.85,147.1535,C1,1,29,29,0,1,12.05657,0.52280904491,0.859,True,21,1,6,O,N[C@@H](CCC(N)=O)C(O)=O
NCCCCCC,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],0,N,protonated,results_chunk_7_of_10,118.00576,8.735,4.861,1.345,10.087,-14.549,-3.995,-14.549,-3.995,-14.549,-3.995,10.553999999999998,open_shell,14.548684,165.32,164.58,102.1991,C1,1,22,22,0,1,118.00576,5.11708377088,1.338,True,23,1,0,N,NCCCCCC
O(C)CCCCOC,[H][O+](C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],0,O,protonated,results_chunk_7_of_10,83.6801,11.188,1.313,-2.268,11.49,-12.826,-5.881,-12.826,-5.881,-12.826,-5.881,6.945,open_shell,12.826484,181.53,173.76,119.1833,C1,1,25,25,0,1,83.6801,3.6286201762999997,1.193,True,23,1,0,O,O(C)CCCCOC
O(P(OC)OC)C,[H]C([H])([H])O[P+]([H])(OC([H])([H])[H])OC([H])([H])[H],1,P,protonated,results_chunk_7_of_10,-21.86237,-1.493,-0.849,1.133,2.057,-14.984,-5.004,-14.984,-5.004,-14.984,-5.004,9.98,open_shell,14.983613,158.6,149.17,125.084,C1,1,22,22,0,1,-21.86237,-0.9480179503099999,0.722,True,17,1,1,P,O(P(OC)OC)C
N(P(N(C)C)N(C)C)(C)C,[H]C([H])([H])N(P(N(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_7_of_10,123.00269,2.901,0.38,-1.281,3.194,-12.6,-4.336,-12.6,-4.336,-12.6,-4.336,8.264,open_shell,12.600178,210.37,234.72,164.21,C1,1,31,31,0,1,123.00269,5.33376564647,4.673,True,29,1,0,N,N(P(N(C)C)N(C)C)(C)C
N[C@@H](CCC(N)=O)C(O)=O,[H]N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O+]([H])[H])N([H])[H],8,O,protonated,results_chunk_7_of_10,24.39655,-5.966,-2.813,-1.079,6.683,-13.787,-5.011,-13.787,-5.011,-13.787,-5.011,8.776,open_shell,13.78746,182.75,179.07,147.1535,C1,1,29,29,0,1,24.39655,1.05790759765,1.711,True,21,1,8,O,N[C@@H](CCC(N)=O)C(O)=O
N=1NC(=CC1CC)C=2C=CC=CC2,[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])C([H])([H])[H])[n+]([H])n2[H])c([H])c1[H],0,N,protonated,results_chunk_7_of_10,207.0129,4.433,-0.239,-3.603,5.718,-13.24,-5.056,-13.24,-5.056,-13.24,-5.056,8.184000000000001,open_shell,13.240008,219.84,224.08,173.2371,C1,1,33,33,0,1,207.0129,8.9767003827,2.732,True,26,1,0,N,N=1NC(=CC1CC)C=2C=CC=CC2
O(C)CCCCCOC,[H][O+](C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],0,O,protonated,results_chunk_7_of_10,78.90001,-13.2,2.535,-1.955,13.582,-12.482,-5.832,-12.482,-5.832,-12.482,-5.832,6.6499999999999995,open_shell,12.482129,197.08,194.85,133.2101,C1,1,28,28,0,1,78.90001,3.4213411336299995,1.697,True,26,1,0,O,O(C)CCCCCOC
O(C=1C=C(OC)C=C(OC)C1)C,[H]c1c(OC([H])([H])[H])c([H])c([O+]([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],0,O,protonated,results_chunk_7_of_10,83.85871,-7.555,-0.016,-0.342,7.563,-13.013,-5.455,-13.013,-5.455,-13.013,-5.455,7.558,open_shell,13.012549,210.58,212.4,169.1999,C1,1,33,33,0,1,83.85871,3.63636524173,1.255,True,25,1,0,O,O(C=1C=C(OC)C=C(OC)C1)C
O(P(OC)OC)C,[H][O+](P(OC([H])([H])[H])OC([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,-11.46561,0.882,2.489,1.048,2.841,-14.263,-5.903,-14.263,-5.903,-14.263,-5.903,8.36,open_shell,14.263134,161.96,152.51,125.084,C1,1,22,22,0,1,-11.46561,-0.49718324643,1.174,True,17,1,0,O,O(P(OC)OC)C
O(P1OCCCO1)C,[H]C([H])([H])O[P+]1([H])OC([H])([H])C([H])([H])C([H])([H])O1,1,P,protonated,results_chunk_7_of_10,-22.79523,0.967,-0.087,0.53,1.107,-14.668,-4.795,-14.668,-4.795,-14.668,-4.795,9.873,open_shell,14.668332,157.06,152.63,137.095,C1,1,24,24,0,1,-22.79523,-0.98846955849,1.13,True,18,1,1,P,O(P1OCCCO1)C
O(P1OCCCO1)C,[H][O+](P1OC([H])([H])C([H])([H])C([H])([H])O1)C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,-18.8925,1.596,-1.573,0.7,2.348,-14.487,-5.885,-14.487,-5.885,-14.487,-5.885,8.602,open_shell,14.486945,159.87,156.67,137.095,C1,1,24,24,0,1,-18.8925,-0.8192354774999999,1.26,True,18,1,0,O,O(P1OCCCO1)C
NCCCCCCCC,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],0,N,protonated,results_chunk_7_of_10,107.72394,15.645,-2.077,-2.098,15.921,-13.487,-3.992,-13.487,-3.992,-13.487,-3.992,9.495000000000001,open_shell,13.487105,205.99,208.0,130.2527,C1,1,28,28,0,1,107.72394,4.67123321022,2.434,True,29,1,0,N,NCCCCCCCC
O(P1OCCCO1)C,[H][O+]1P(OC([H])([H])[H])OC([H])([H])C([H])([H])C1([H])[H],2,O,protonated,results_chunk_7_of_10,-13.29181,-1.22,0.522,3.111,3.382,-13.941,-5.931,-13.941,-5.931,-13.941,-5.931,8.010000000000002,open_shell,13.941023,160.29,156.11,137.095,C1,1,24,24,0,1,-13.29181,-0.57637275703,1.465,True,18,1,2,O,O(P1OCCCO1)C
O1CCOCCOCCOCC1,[H][O+]1C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0,O,protonated,results_chunk_7_of_10,14.72825,-5.233,3.375,3.513,7.15,-13.312,-5.437,-13.312,-5.437,-13.312,-5.437,7.874999999999999,open_shell,13.312365,197.17,217.22,177.2199,C1,1,36,36,0,1,14.72825,0.6386611047499999,1.324,True,29,1,0,O,O1CCOCCOCCOCC1
O=C(C1=CC=C(C=C1)N(C)C)C,[H]c1c([H])c([N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)C([H])([H])[H],8,N,protonated,results_chunk_7_of_10,129.85722,-10.719,-2.834,4.434,11.941,-13.271,-4.651,-13.271,-4.651,-13.271,-4.651,8.620000000000001,open_shell,13.270931,210.62,218.3,164.2267,Cs,1,32,32,0,1,129.85722,5.630998630860001,1.099,True,26,1,8,N,O=C(C1=CC=C(C=C1)N(C)C)C
N[C@@H](CCC(N)=O)C(O)=O,[H]OC(=[O+][H])[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H],9,O,protonated,results_chunk_7_of_10,14.29479,0.262,1.303,-0.641,1.476,-14.274,-4.893,-14.274,-4.893,-14.274,-4.893,9.381,open_shell,14.273963,192.41,182.57,147.1535,C1,1,29,29,0,1,14.29479,0.61986497877,2.928,True,21,1,9,O,N[C@@H](CCC(N)=O)C(O)=O
O=C(C1=CC=C(C=C1)N(C)C)C,[H][O+]=C(c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,125.22131,-1.265,0.214,-0.051,1.284,-12.441,-5.122,-12.441,-5.122,-12.441,-5.122,7.319000000000001,open_shell,12.440679,209.38,214.85,164.2267,Cs,1,32,32,0,1,125.22131,5.42997166553,1.739,True,26,1,0,O,O=C(C1=CC=C(C=C1)N(C)C)C
O=C(C1=CC=C(C=C1)C)N(C)C,[H][O+]=C(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,117.01633,-3.934,-0.453,-0.207,3.965,-13.438,-4.634,-13.438,-4.634,-13.438,-4.634,8.804,open_shell,13.43794,211.18,217.82,164.2267,C1,1,32,32,0,1,117.01633,5.07417911779,1.929,True,26,1,0,O,O=C(C1=CC=C(C=C1)C)N(C)C
O=C(C1=CC=C(F)C=C1)N(C)C,[H][O+]=C(c1c([H])c([H])c(F)c([H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,88.23425,-9.679,-0.841,0.049,9.716,-13.844,-5.106,-13.844,-5.106,-13.844,-5.106,8.738,open_shell,13.843667,199.13,204.34,168.1904,C1,1,32,32,0,1,88.23425,3.82610178275,1.503,True,23,1,0,O,O=C(C1=CC=C(F)C=C1)N(C)C
O=C(C1=CC=C(Cl)C=C1)N(C)C,[H][O+]=C(c1c([H])c([H])c(Cl)c([H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,126.30715,-11.509,-1.366,-0.044,11.59,-13.267,-5.097,-13.267,-5.097,-13.267,-5.097,8.169999999999998,open_shell,13.266603,210.54,218.44,184.645,C1,1,32,32,0,1,126.30715,5.477056945449999,1.647,True,23,1,0,O,O=C(C1=CC=C(Cl)C=C1)N(C)C
O=C(C1=CC=C(F)C=C1)N(C)C,[H]c1c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1F,9,N,protonated,results_chunk_7_of_10,94.10121,-7.886,2.437,-2.486,8.62,-14.042,-5.045,-14.042,-5.045,-14.042,-5.045,8.997,open_shell,14.041758,200.16,207.97,168.1904,C1,1,32,32,0,1,94.10121,4.08051076923,1.451,True,23,1,9,N,O=C(C1=CC=C(F)C=C1)N(C)C
O=C(C1=CC=C(C=C1)C)N(C)C,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H],9,N,protonated,results_chunk_7_of_10,125.77971,-4.558,2.816,-2.969,6.126,-13.451,-4.726,-13.451,-4.726,-13.451,-4.726,8.725000000000001,open_shell,13.451212,210.88,219.1,164.2267,C1,1,32,32,0,1,125.77971,5.4541855647299995,2.071,True,26,1,9,N,O=C(C1=CC=C(C=C1)C)N(C)C
O=C(C1=CC=C(Cl)C=C1)N(C)C,[H]c1c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl,9,N,protonated,results_chunk_7_of_10,132.08292,-10.015,-1.905,0.25,10.197,-13.426,-5.172,-13.426,-5.172,-13.426,-5.172,8.254000000000001,open_shell,13.42578,210.52,218.96,184.645,C1,1,32,32,0,1,132.08292,5.72751165996,2.177,True,23,1,9,N,O=C(C1=CC=C(Cl)C=C1)N(C)C
O=C(C=1C=CC=C(Cl)C1)N(C)C,[H]c1c([H])c(Cl)c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c1[H],9,N,protonated,results_chunk_7_of_10,133.03934,-9.044,5.32,2.578,10.805,-13.288,-5.164,-13.288,-5.164,-13.288,-5.164,8.124,open_shell,13.287636,210.89,219.94,184.645,C1,1,32,32,0,1,133.03934,5.7689849004200005,1.455,True,23,1,9,N,O=C(C=1C=CC=C(Cl)C1)N(C)C
O=C(C=1C=CC=C(F)C1)N(C)C,[H]c1c([H])c(F)c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c1[H],9,N,protonated,results_chunk_7_of_10,95.8605,-7.471,4.688,2.311,9.117,-13.87,-5.19,-13.87,-5.19,-13.87,-5.19,8.68,open_shell,13.869962,199.59,206.11,168.1904,C1,1,32,32,0,1,95.8605,4.1567988614999996,1.254,True,23,1,9,N,O=C(C=1C=CC=C(F)C1)N(C)C
O=C(C1=CC=CC(=C1)N(C)C)C,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c([N+]([H])(C([H])([H])[H])C([H])([H])[H])c1[H],8,N,protonated,results_chunk_7_of_10,130.5383,-10.273,-5.597,-0.942,11.737,-13.349,-4.459,-13.349,-4.459,-13.349,-4.459,8.89,open_shell,13.349117,210.79,219.0,164.2267,Cs,1,32,32,0,1,130.5383,5.660532302899999,1.869,True,26,1,8,N,O=C(C1=CC=CC(=C1)N(C)C)C
O=C(C1=CC=CC(=C1)C)N(C)C,[H][O+]=C(c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,117.99297,-3.923,-1.091,0.343,4.087,-13.307,-4.648,-13.307,-4.648,-13.307,-4.648,8.659,open_shell,13.30739,211.29,218.39,164.2267,C1,1,32,32,0,1,117.99297,5.11652915811,2.296,True,26,1,0,O,O=C(C1=CC=CC(=C1)C)N(C)C
NCCCCCCCCCC,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],0,N,protonated,results_chunk_7_of_10,99.26432,23.236,-0.159,-4.894,23.746,-12.847,-4.048,-12.847,-4.048,-12.847,-4.048,8.799,open_shell,12.847183,246.9,248.82,158.3063,C1,1,34,34,0,1,99.26432,4.30439870816,5.013,True,35,1,0,N,NCCCCCCCCCC
O=C(C=1C=CC=CC1)N(C)C,[H][O+]=C(c1c([H])c([H])c([H])c([H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,129.31912,3.289,0.445,0.499,3.356,-13.845,-4.729,-13.845,-4.729,-13.845,-4.729,9.116,open_shell,13.845468,192.89,197.15,150.1999,C1,1,29,29,0,1,129.31912,5.60766500056,1.362,True,23,1,0,O,O=C(C=1C=CC=CC1)N(C)C
O=C(C1=CC=CC(=C1)N(C)C)C,[H][O+]=C(c1c([H])c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,141.26293,-3.464,1.464,-2.229,4.371,-11.77,-5.622,-11.647,-5.564,-11.647,-5.622,6.025,open_shell,11.647258,210.63,216.28,164.2267,Cs,1,32,32,0,1,141.26293,6.12558443359,2.455,True,26,1,0,O,O=C(C1=CC=CC(=C1)N(C)C)C
O=C(C1=CC=CC(=C1)C)N(C)C,[H]c1c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],9,N,protonated,results_chunk_7_of_10,126.99982,-4.608,3.842,1.434,6.168,-13.318,-4.732,-13.318,-4.732,-13.318,-4.732,8.585999999999999,open_shell,13.31846,211.5,220.27,164.2267,C1,1,32,32,0,1,126.99982,5.5070931946599995,2.728,True,26,1,9,N,O=C(C1=CC=CC(=C1)C)N(C)C
O=C(C=1C=CC=CC1)N(C)C,[H]c1c([H])c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],8,N,protonated,results_chunk_7_of_10,139.52449,-5.61,0.082,2.554,6.165,-13.85,-4.574,-13.85,-4.574,-13.85,-4.574,9.276,open_shell,13.850181,189.15,198.83,150.1999,C1,1,29,29,0,1,139.52449,6.050200459869999,1.727,True,23,1,8,N,O=C(C=1C=CC=CC1)N(C)C
O=C(C=1C=CC=C(OC)C1)N(C)C,[H]c1c([H])c(C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([O+]([H])C([H])([H])[H])c1[H],7,O,protonated,results_chunk_7_of_10,127.88192,9.339,0.963,-3.932,10.178,-12.191,-5.654,-12.191,-5.654,-12.191,-5.654,6.537000000000001,open_shell,12.191476,222.54,230.87,180.2261,C1,1,35,35,0,1,127.88192,5.54534369696,1.893,True,27,1,7,O,O=C(C=1C=CC=C(OC)C1)N(C)C
O=C(C=1C=CC=C(F)C1)N(C)C,[H][O+]=C(c1c([H])c([H])c([H])c(F)c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,86.34821,5.695,-0.152,-2.2,6.107,-13.879,-4.976,-13.879,-4.976,-13.879,-4.976,8.902999999999999,open_shell,13.879196,200.59,206.32,168.1904,C1,1,32,32,0,1,86.34821,3.7443174302299997,2.325,True,23,1,0,O,O=C(C=1C=CC=C(F)C1)N(C)C
O=C(C=1C=NC=CC1)C=2C=CC=CC2,[H][O+]=C(c1c([H])nc([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],0,O,protonated,results_chunk_7_of_10,189.66031,0.051,1.258,-2.966,3.223,-14.034,-6.18,-14.034,-6.18,-14.034,-6.18,7.854000000000001,open_shell,14.034495,214.99,222.79,184.2171,C1,1,34,34,0,1,189.66031,8.224240022530001,1.503,True,24,1,0,O,O=C(C=1C=NC=CC1)C=2C=CC=CC2
O=C(C=1C=NC=CC1)C=2C=CC=CC2,[H]c1c([H])c([H])c(C(=O)c2c([H])c([H])c([H])[n+]([H])c2[H])c([H])c1[H],4,N,protonated,results_chunk_7_of_10,178.33846,10.698,3.495,0.81,11.284,-12.947,-5.863,-12.947,-5.863,-12.947,-5.863,7.083999999999999,open_shell,12.946517,215.53,224.12,184.2171,C1,1,34,34,0,1,178.33846,7.73329064098,1.465,True,24,1,4,N,O=C(C=1C=NC=CC1)C=2C=CC=CC2
O=C(C=1C=CC=C(OC)C1)N(C)C,[H][O+]=C(c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,88.15247,-4.774,0.25,0.336,4.792,-12.613,-4.655,-12.613,-4.655,-12.613,-4.655,7.957999999999999,open_shell,12.612999,221.76,229.74,180.2261,C1,1,35,35,0,1,88.15247,3.82255555661,2.055,True,27,1,0,O,O=C(C=1C=CC=C(OC)C1)N(C)C
O=C(C=1C=CC=C(OC)C1)N(C)C,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])c1[H],10,N,protonated,results_chunk_7_of_10,97.19596,-6.127,-0.845,3.832,7.276,-12.605,-4.611,-12.605,-4.611,-12.605,-4.611,7.994000000000001,open_shell,12.604587,221.84,232.54,180.2261,C1,1,35,35,0,1,97.19596,4.2147084134799995,2.06,True,27,1,10,N,O=C(C=1C=CC=C(OC)C1)N(C)C
O=C(N(C)C)C(C)(C)C,[H]C([H])([H])C(C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_7_of_10,86.5019,2.816,-1.107,-3.565,4.676,-15.485,-4.384,-15.485,-4.384,-15.485,-4.384,11.100999999999999,open_shell,15.484912,180.26,193.09,130.2095,C1,1,27,27,0,1,86.5019,3.7509818897000002,1.002,True,25,1,2,N,O=C(N(C)C)C(C)(C)C
O=C(N(C)C)N(C)C,[H][O+]=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,103.16688,1.225,-0.849,-0.439,1.554,-13.788,-4.407,-13.788,-4.407,-13.788,-4.407,9.381,open_shell,13.788103,164.58,162.28,117.1705,C1,1,24,24,0,1,103.16688,4.47362541744,0.806,True,21,1,0,O,O=C(N(C)C)N(C)C
O=C(N(CC)CC)C,[H][O+]=C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,83.51149,-0.374,-0.164,-0.195,0.452,-15.399,-4.81,-15.399,-4.81,-15.399,-4.81,10.588999999999999,open_shell,15.399305,167.75,169.01,116.1827,C1,1,24,24,0,1,83.51149,3.6213087408699995,0.603,True,22,1,0,O,O=C(N(CC)CC)C
O=C(C=1C=CC=C(Cl)C1)N(C)C,[H][O+]=C(c1c([H])c([H])c([H])c(Cl)c1[H])N(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,123.61439,7.052,-0.288,-2.96,7.653,-13.34,-4.943,-13.34,-4.943,-13.34,-4.943,8.397,open_shell,13.340216,211.93,220.39,184.645,C1,1,32,32,0,1,123.61439,5.36029079357,3.272,True,23,1,0,O,O=C(C=1C=CC=C(Cl)C1)N(C)C
O=C(N)C1=CC=C(N)C=C1,[H]c1c([H])c(N([H])[H])c([H])c([H])c1C(=O)[N+]([H])([H])[H],2,N,protonated,results_chunk_7_of_10,132.41875,-2.399,3.698,3.609,5.697,-12.589,-4.792,-12.589,-4.792,-12.589,-4.792,7.797000000000001,open_shell,12.589098,171.95,168.31,137.1609,Cs,1,26,26,0,1,132.41875,5.74207425625,0.584,True,19,1,2,N,O=C(N)C1=CC=C(N)C=C1
O=C(N(C)C)C(C)(C)C,[H][O+]=C(N(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,82.33904,4.289,-0.202,0.463,4.319,-15.233,-4.616,-15.233,-4.616,-15.233,-4.616,10.617,open_shell,15.233157,179.32,187.46,130.2095,Cs,1,27,27,0,1,82.33904,3.5704677915199996,1.577,True,25,1,0,O,O=C(N(C)C)C(C)(C)C
O=C(N(CC)CC)C,[H]C([H])([H])C(=O)[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],2,N,protonated,results_chunk_7_of_10,89.49672,0.903,0.771,-3.182,3.397,-15.914,-4.495,-15.914,-4.495,-15.914,-4.495,11.419,open_shell,15.914313,167.26,170.2,116.1827,C1,1,24,24,0,1,89.49672,3.8808462693599997,0.76,True,22,1,2,N,O=C(N(CC)CC)C
O=C(N1CCCC1)C,[H][O+]=C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_7_of_10,96.14692,0.519,0.078,-0.077,0.531,-15.306,-4.84,-15.306,-4.84,-15.306,-4.84,10.466,open_shell,15.306097,158.28,153.77,114.1669,C1,1,23,23,0,1,96.14692,4.16921889196,0.609,True,20,1,0,O,O=C(N1CCCC1)C
O=C(N)C1=CC=C(N)C=C1,[H][O+]=C(c1c([H])c([H])c(N([H])[H])c([H])c1[H])N([H])[H],0,O,protonated,results_chunk_7_of_10,128.11643,-3.175,-1.074,1.617,3.721,-12.596,-5.058,-12.596,-5.058,-12.596,-5.058,7.538,open_shell,12.596436,171.11,166.63,137.1609,Cs,1,26,26,0,1,128.11643,5.5555127540900004,0.737,True,19,1,0,O,O=C(N)C1=CC=C(N)C=C1
